"t","ld_disp","x","y","env1","env2","region","is_port","abund_sp1","avg_pheno_e1_sp1","avg_pheno_e2_sp1","abund_sp2","avg_pheno_e1_sp2","avg_pheno_e2_sp2","abund_sp3","avg_pheno_e1_sp3","avg_pheno_e2_sp3"
401,0.5,3,4,157.148,147.118,2,0,81,161.821,169.688,0,0,0,0,0,0
401,0.5,3,5,165.74,111.471,2,0,48,164.978,166.733,0,0,0,0,0,0
401,0.5,3,6,158.85,110.434,2,0,50,163.919,166.636,0,0,0,0,0,0
401,0.5,3,7,177.675,191.587,3,0,72,166.344,180.896,0,0,0,0,0,0
401,0.5,3,8,113.052,109.601,3,0,25,159.53,172.892,0,0,0,0,0,0
401,0.5,3,9,159.383,187.51,3,0,93,160.349,179.572,0,0,0,0,0,0
401,0.5,4,1,220.715,190.954,4,1,0,0,0,50,181.543,163.223,0,0,0
401,0.5,4,2,150.425,166.092,4,0,0,0,0,76,171.089,161.886,0,0,0
401,0.5,4,3,127.176,197.397,4,0,0,0,0,35,172.094,164.745,0,0,0
401,0.5,4,4,219.87,108.602,5,1,0,0,0,0,0,0,55,181.481,120.511
401,0.5,4,5,155.233,127.665,5,0,0,0,0,0,0,0,52,175.038,123.332
401,0.5,4,6,199.387,160.117,5,0,0,0,0,0,0,0,57,177.806,124.746
401,0.5,4,7,207.342,165.427,6,1,0,0,0,81,181.565,163.299,0,0,0
401,0.5,4,8,173.217,150.222,6,0,0,0,0,82,160.854,148.011,0,0,0
401,0.5,4,9,113.618,151.228,6,0,0,0,0,30,160.755,148.214,0,0,0
401,0.5,5,1,116.113,145.971,4,0,0,0,0,46,168.997,158.853,0,0,0
401,0.5,5,2,180.723,135.764,4,0,0,0,0,56,175.789,157.937,0,0,0
401,0.5,5,3,181.677,184.796,4,0,0,0,0,77,172.903,164.747,0,0,0
401,0.5,5,4,138.382,150.174,5,0,0,0,0,65,170.375,162.149,0,0,0
401,0.5,5,5,104.582,159.891,5,0,0,0,0,39,169.35,162.92,0,0,0
401,0.5,5,6,129.581,177.383,5,0,0,0,0,59,170.606,163.01,0,0,0
401,0.5,5,7,132.602,99.8273,6,0,0,0,0,37,160.842,147.169,0,0,0
401,0.5,5,8,142.149,154.658,6,0,0,0,0,73,160.814,147.945,0,0,0
401,0.5,5,9,147.183,120.395,6,0,0,0,0,77,160.926,147.965,0,0,0
401,0.5,6,1,193.301,104.778,4,0,0,0,0,35,178.059,158.056,0,0,0
401,0.5,6,2,147.758,100.086,4,0,0,0,0,39,169.611,157.652,0,0,0
401,0.5,6,3,148.783,170.673,4,0,0,0,0,58,171.201,163.55,0,0,0
401,0.5,6,4,195.281,173.337,5,0,0,0,0,71,177.754,162.351,0,0,0
401,0.5,6,5,115.347,166.782,5,0,0,0,0,17,171.31,163.172,0,0,0
401,0.5,6,6,167.754,188.497,5,0,0,0,0,72,172.509,163.543,0,0,0
401,0.5,6,7,143.273,184.823,6,0,0,0,0,74,162.568,170.8,0,0,0
401,0.5,6,8,191.237,170.596,6,0,0,0,0,79,179.467,164.872,0,0,0
401,0.5,6,9,179.211,142.662,6,0,0,0,0,81,176.841,148.714,0,0,0
401,0.5,7,1,193.866,109.739,7,1,0,0,0,0,0,0,75,181.045,120.247
401,0.5,7,2,188.755,161.944,7,0,0,0,0,0,0,0,52,176.991,127.242
401,0.5,7,3,159.244,116.233,7,0,0,0,0,0,0,0,56,171.198,121.023
401,0.5,7,4,197.514,173.556,8,1,70,165.19,175.379,0,0,0,0,0,0
401,0.5,7,5,166.103,186.194,8,0,87,163.277,177.163,0,0,0,0,0,0
401,0.5,7,6,129.465,167.25,8,0,63,159.298,177.927,0,0,0,0,0,0
401,0.5,7,7,203.469,122.517,9,1,0,0,0,0,0,0,83,180.736,120.502
401,0.5,7,8,144.794,174.604,9,0,0,0,0,0,0,0,49,165.257,136.018
401,0.5,7,9,130.694,126.469,9,0,0,0,0,0,0,0,79,155.807,128.902
401,0.5,8,1,119.716,196.282,7,0,0,0,0,0,0,0,18,167.358,125.806
401,0.5,8,2,117.153,165.78,7,0,0,0,0,0,0,0,39,167.361,127.229
401,0.5,8,3,137.54,146.742,7,0,0,0,0,0,0,0,55,168.31,126.572
401,0.5,8,4,164.276,179.398,8,0,81,164.827,175.366,0,0,0,0,0,0
401,0.5,8,5,151.239,174.63,8,0,87,159.331,178.066,0,0,0,0,0,0
401,0.5,8,6,161.488,139.357,8,0,55,164.85,170.655,0,0,0,0,0,0
401,0.5,8,7,183.133,105.839,9,0,0,0,0,0,0,0,91,179.944,120.273
401,0.5,8,8,135.209,181.876,9,0,0,0,0,0,0,0,53,156.351,139.825
401,0.5,8,9,167.434,177.444,9,0,0,0,0,0,0,0,62,166.156,135.987
401,0.5,9,1,189.458,134.369,7,0,0,0,0,0,0,0,56,181.956,126.223
401,0.5,9,2,102.591,140.611,7,0,0,0,0,0,0,0,27,167.279,125.831
401,0.5,9,3,145.636,177.266,7,0,0,0,0,0,0,0,47,168.028,127.334
401,0.5,9,4,115.241,168.35,8,0,43,159.339,177.816,0,0,0,0,0,0
401,0.5,9,5,177.428,132.136,8,0,66,164.756,170.354,0,0,0,0,0,0
401,0.5,9,6,179.415,111.661,8,0,30,164.97,169.781,0,0,0,0,0,0
401,0.5,9,7,136.861,141.802,9,0,0,0,0,0,0,0,79,156.277,138.833
401,0.5,9,8,160.265,104.368,9,0,0,0,0,0,0,0,78,165.344,122.565
401,0.5,9,9,153.954,125.01,9,0,0,0,0,0,0,0,72,165.219,122.525
501,0.5,1,1,142.718,133.985,1,1,0,0,0,0,0,0,48,171.569,135.12
501,0.5,1,2,131.775,130.873,1,0,0,0,0,0,0,0,64,168.162,133.452
501,0.5,1,3,138.114,133.11,1,0,0,0,0,0,0,0,65,168.074,133.507
501,0.5,1,4,206.841,156.163,2,1,0,0,0,76,181.826,162.114,0,0,0
501,0.5,1,5,138.267,159.759,2,0,80,152.082,166.098,0,0,0,0,0,0
501,0.5,1,6,180.001,143.617,2,0,74,167.022,165.552,0,0,0,0,0,0
501,0.5,1,7,133.418,182.412,3,1,72,159.27,175.744,0,0,0,0,0,0
501,0.5,1,8,160.037,115.924,3,0,38,159.442,171.067,0,0,0,0,0,0
501,0.5,1,9,146.333,161.027,3,0,90,159.3,171.444,0,0,0,0,0,0
501,0.5,2,1,148.793,128.638,1,0,0,0,0,0,0,0,65,168.247,133.677
501,0.5,2,2,165.835,159.2,1,0,0,0,0,0,0,0,65,174.604,137.498
501,0.5,2,3,198.702,115.046,1,0,0,0,0,0,0,0,78,177.766,121.699
501,0.5,2,4,104.105,193.243,2,0,32,149.969,190.3,0,0,0,0,0,0
501,0.5,2,5,160.879,198.703,2,0,94,157.883,192.71,0,0,0,0,0,0
501,0.5,2,6,193.152,109.065,2,0,26,166.885,165.214,0,0,0,0,0,0
501,0.5,2,7,169.565,164.639,3,0,77,163.716,173.92,0,0,0,0,0,0
501,0.5,2,8,159.766,114.669,3,0,39,159.4,171.034,0,0,0,0,0,0
501,0.5,2,9,131.713,140.33,3,0,64,159.237,171.169,0,0,0,0,0,0
501,0.5,3,1,100.835,187.06,1,0,0,0,0,0,0,0,18,167.345,134.967
501,0.5,3,2,182.509,190.256,1,0,0,0,0,0,0,0,45,175.638,138.038
501,0.5,3,3,183.044,151.044,1,0,0,0,0,0,0,0,87,176.917,137.699
501,0.5,3,4,158.911,149.74,2,0,81,161.489,167.356,0,0,0,0,0,0
501,0.5,3,5,164.978,109.19,2,0,51,165.713,164.543,0,0,0,0,0,0
501,0.5,3,6,160.279,111.199,2,0,54,165.177,164.841,0,0,0,0,0,0
501,0.5,3,7,181.121,190.858,3,0,79,166.231,181.622,0,0,0,0,0,0
501,0.5,3,8,115.203,113.661,3,0,28,159.191,171.03,0,0,0,0,0,0
501,0.5,3,9,154.867,189.452,3,0,88,160.443,180.546,0,0,0,0,0,0
501,0.5,4,1,220.591,189.955,4,1,0,0,0,52,181.686,163.641,0,0,0
501,0.5,4,2,153.173,163.316,4,0,0,0,0,85,168.76,161.55,0,0,0
501,0.5,4,3,125.704,196.222,4,0,0,0,0,43,168.272,165.369,0,0,0
501,0.5,4,4,217.501,109.382,5,1,0,0,0,0,0,0,59,181.47,120.056
501,0.5,4,5,154.669,130.149,5,0,0,0,0,0,0,0,55,172.221,124.758
501,0.5,4,6,198.162,159.675,5,0,0,0,0,0,0,0,54,177.856,124.978
501,0.5,4,7,205.82,166.949,6,1,0,0,0,69,181.865,163.1,0,0,0
501,0.5,4,8,174.155,155.061,6,0,0,0,0,90,161.017,148.224,0,0,0
501,0.5,4,9,114.337,151.458,6,0,0,0,0,32,160.429,148.122,0,0,0
501,0.5,5,1,114.674,147.688,4,0,0,0,0,50,168.373,157.383,0,0,0
501,0.5,5,2,180.801,135.692,4,0,0,0,0,51,176.868,157.27,0,0,0
501,0.5,5,3,182.931,183.38,4,0,0,0,0,74,175.895,165.044,0,0,0
501,0.5,5,4,137.014,151.244,5,0,0,0,0,75,166.923,160.263,0,0,0
501,0.5,5,5,106.845,161.16,5,0,0,0,0,38,166.529,161.205,0,0,0
501,0.5,5,6,130.922,177.426,5,0,0,0,0,61,167.255,164.284,0,0,0
501,0.5,5,7,134.221,101.542,6,0,0,0,0,42,160.379,146.489,0,0,0
501,0.5,5,8,141.05,152.44,6,0,0,0,0,77,160.37,147.751,0,0,0
501,0.5,5,9,147.776,121.523,6,0,0,0,0,68,160.504,146.95,0,0,0
501,0.5,6,1,191.971,104.206,4,0,0,0,0,33,178.391,156.879,0,0,0
501,0.5,6,2,149.226,100.242,4,0,0,0,0,44,168.429,157.369,0,0,0
501,0.5,6,3,147.552,169.529,4,0,0,0,0,55,168.605,163.95,0,0,0
501,0.5,6,4,195.521,177.083,5,0,0,0,0,80,177.812,162.144,0,0,0
501,0.5,6,5,114.511,165.207,5,0,0,0,0,18,166.975,163.945,0,0,0
501,0.5,6,6,168.931,188.331,5,0,0,0,0,73,169.661,166.228,0,0,0
501,0.5,6,7,143.98,182.507,6,0,0,0,0,80,162.329,170.941,0,0,0
501,0.5,6,8,189.819,171.664,6,0,0,0,0,84,179.658,164.906,0,0,0
501,0.5,6,9,179.091,143.59,6,0,0,0,0,76,176.534,148.748,0,0,0
501,0.5,7,1,193.04,109.716,7,1,0,0,0,0,0,0,87,181.542,119.753
501,0.5,7,2,189.91,162.013,7,0,0,0,0,0,0,0,52,177.482,128.063
501,0.5,7,3,159.965,117.161,7,0,0,0,0,0,0,0,58,171.177,119.803
501,0.5,7,4,196.827,175.462,8,1,71,165.119,175.106,0,0,0,0,0,0
501,0.5,7,5,163.75,186.81,8,0,87,163.499,177.844,0,0,0,0,0,0
501,0.5,7,6,126.588,169.267,8,0,73,158.978,177.656,0,0,0,0,0,0
501,0.5,7,7,203.903,122.296,9,1,0,0,0,0,0,0,81,181.422,119.92
501,0.5,7,8,143.588,176.631,9,0,0,0,0,0,0,0,48,165.676,136.548
501,0.5,7,9,128.061,127.27,9,0,0,0,0,0,0,0,78,154.227,128.159
501,0.5,8,1,120.766,195.595,7,0,0,0,0,0,0,0,15,166.51,128.314
501,0.5,8,2,117.936,165.989,7,0,0,0,0,0,0,0,40,165.415,128.438
501,0.5,8,3,136.755,147.685,7,0,0,0,0,0,0,0,58,165.696,128.311
501,0.5,8,4,163.359,178.983,8,0,73,164.839,176.213,0,0,0,0,0,0
501,0.5,8,5,153.188,174.886,8,0,81,158.985,177.638,0,0,0,0,0,0
501,0.5,8,6,163.141,139.122,8,0,56,165.038,168.403,0,0,0,0,0,0
501,0.5,8,7,186.038,108.169,9,0,0,0,0,0,0,0,90,181.127,119.666
501,0.5,8,8,133.551,180.037,9,0,0,0,0,0,0,0,57,156.094,140.734
501,0.5,8,9,165.531,175.371,9,0,0,0,0,0,0,0,60,166.057,136.659
501,0.5,9,1,187.125,134.493,7,0,0,0,0,0,0,0,56,182.191,126.757
501,0.5,9,2,100.721,139.524,7,0,0,0,0,0,0,0,31,165.878,128.09
501,0.5,9,3,145.39,178.752,7,0,0,0,0,0,0,0,52,165.626,128.447
501,0.5,9,4,114.718,167.073,8,0,50,158.923,177.55,0,0,0,0,0,0
501,0.5,9,5,177.268,130.872,8,0,67,164.972,168.54,0,0,0,0,0,0
501,0.5,9,6,179.933,110.939,8,0,29,165.055,168.341,0,0,0,0,0,0
501,0.5,9,7,135.132,144.342,9,0,0,0,0,0,0,0,75,156.096,140.211
501,0.5,9,8,159.545,107.873,9,0,0,0,0,0,0,0,83,164.042,122.192
501,0.5,9,9,151.516,124.964,9,0,0,0,0,0,0,0,75,164.139,122.322
601,0.5,1,1,141.016,134.659,1,1,0,0,0,0,0,0,50,170.507,135.84
601,0.5,1,2,130.986,130.152,1,0,0,0,0,0,0,0,60,166.663,133.712
601,0.5,1,3,139.672,133.946,1,0,0,0,0,0,0,0,69,166.83,133.571
601,0.5,1,4,206.432,154.901,2,1,0,0,0,75,182.703,162.331,0,0,0
601,0.5,1,5,138.586,158.823,2,0,82,151.967,165.63,0,0,0,0,0,0
601,0.5,1,6,180.978,143.13,2,0,77,168.32,162.838,0,0,0,0,0,0
601,0.5,1,7,131.627,182.18,3,1,73,158.497,177.431,0,0,0,0,0,0
601,0.5,1,8,159.314,115.832,3,0,39,158.334,169.992,0,0,0,0,0,0
601,0.5,1,9,141.653,161.508,3,0,86,158.331,170.27,0,0,0,0,0,0
601,0.5,2,1,149.139,128.725,1,0,0,0,0,0,0,0,68,166.769,134.204
601,0.5,2,2,164.649,157.898,1,0,0,0,0,0,0,0,63,172.412,138.057
601,0.5,2,3,200.28,117.151,1,0,0,0,0,0,0,0,76,178.531,121.677
601,0.5,2,4,103.923,190.113,2,0,36,149.876,189.608,0,0,0,0,0,0
601,0.5,2,5,160.973,198.801,2,0,84,157.592,193.231,0,0,0,0,0,0
601,0.5,2,6,191.018,108.714,2,0,32,168.469,162.332,0,0,0,0,0,0
601,0.5,2,7,170.865,164.074,3,0,77,164.15,173.75,0,0,0,0,0,0
601,0.5,2,8,158.515,114.098,3,0,40,158.494,169.392,0,0,0,0,0,0
601,0.5,2,9,131.086,142.217,3,0,70,157.868,170.243,0,0,0,0,0,0
601,0.5,3,1,102.245,188.041,1,0,0,0,0,0,0,0,18,166.678,134.863
601,0.5,3,2,183.554,189.869,1,0,0,0,0,0,0,0,47,176.422,138.68
601,0.5,3,3,182.955,150.09,1,0,0,0,0,0,0,0,85,177.12,138.204
601,0.5,3,4,158.187,146.917,2,0,88,160.828,165.054,0,0,0,0,0,0
601,0.5,3,5,166.859,109.508,2,0,47,166.878,162.24,0,0,0,0,0,0
601,0.5,3,6,159.597,110.025,2,0,52,164.641,162.371,0,0,0,0,0,0
601,0.5,3,7,178.237,191.868,3,0,77,166.369,182.2,0,0,0,0,0,0
601,0.5,3,8,114.55,113.611,3,0,28,157.463,169.885,0,0,0,0,0,0
601,0.5,3,9,157.699,188.395,3,0,88,160.257,181.059,0,0,0,0,0,0
601,0.5,4,1,222.859,191.319,4,1,0,0,0,56,181.89,163.832,0,0,0
601,0.5,4,2,152.064,165.042,4,0,0,0,0,78,167.235,162.541,0,0,0
601,0.5,4,3,125.382,196.827,4,0,0,0,0,43,164.841,166.28,0,0,0
601,0.5,4,4,219.981,110.44,5,1,0,0,0,0,0,0,63,184.375,120.271
601,0.5,4,5,156.045,127.865,5,0,0,0,0,0,0,0,61,171.911,125.15
601,0.5,4,6,199.34,161.168,5,0,0,0,0,0,0,0,56,177.909,125.273
601,0.5,4,7,207.727,165.591,6,1,0,0,0,82,182.439,162.919,0,0,0
601,0.5,4,8,171.404,152.751,6,0,0,0,0,86,159.526,147.192,0,0,0
601,0.5,4,9,113.845,151.715,6,0,0,0,0,31,158.467,146.863,0,0,0
601,0.5,5,1,117.383,146.117,4,0,0,0,0,50,167.632,157.539,0,0,0
601,0.5,5,2,181.236,136.582,4,0,0,0,0,57,178.261,155.991,0,0,0
601,0.5,5,3,181.149,183.832,4,0,0,0,0,75,175.495,165.317,0,0,0
601,0.5,5,4,138.747,150.208,5,0,0,0,0,80,163.694,159.456,0,0,0
601,0.5,5,5,103.759,158.961,5,0,0,0,0,44,162.908,161.611,0,0,0
601,0.5,5,6,131.567,177.03,5,0,0,0,0,73,163.113,165.63,0,0,0
601,0.5,5,7,133.224,102.335,6,0,0,0,0,44,159.005,145.629,0,0,0
601,0.5,5,8,138.899,152.069,6,0,0,0,0,72,158.685,147.488,0,0,0
601,0.5,5,9,148.559,122.002,6,0,0,0,0,72,159.349,146.257,0,0,0
601,0.5,6,1,194.394,103.333,4,0,0,0,0,39,178.468,155.863,0,0,0
601,0.5,6,2,148.277,99.4094,4,0,0,0,0,46,167.871,157.271,0,0,0
601,0.5,6,3,149.505,170.491,4,0,0,0,0,63,168.337,165.278,0,0,0
601,0.5,6,4,196.923,174.792,5,0,0,0,0,74,177.838,162.173,0,0,0
601,0.5,6,5,115.689,167.189,5,0,0,0,0,21,162.736,164.518,0,0,0
601,0.5,6,6,169.309,190.179,5,0,0,0,0,82,168.022,166.525,0,0,0
601,0.5,6,7,143.057,183.115,6,0,0,0,0,80,161.961,171.052,0,0,0
601,0.5,6,8,193.568,170.125,6,0,0,0,0,84,180.068,165.056,0,0,0
601,0.5,6,9,179.799,143.466,6,0,0,0,0,79,176.82,148.691,0,0,0
601,0.5,7,1,194.541,110.059,7,1,0,0,0,0,0,0,84,182.683,119.347
601,0.5,7,2,188.284,163.869,7,0,0,0,0,0,0,0,52,178.829,128.078
601,0.5,7,3,160.372,117.113,7,0,0,0,0,0,0,0,59,171.059,119.763
601,0.5,7,4,197.633,174.146,8,1,68,165.447,176.943,0,0,0,0,0,0
601,0.5,7,5,162.109,185.212,8,0,93,164.39,178.275,0,0,0,0,0,0
601,0.5,7,6,128.541,166.674,8,0,68,158.037,177.648,0,0,0,0,0,0
601,0.5,7,7,204.062,123.661,9,1,0,0,0,0,0,0,81,182.92,119.521
601,0.5,7,8,142.877,174.414,9,0,0,0,0,0,0,0,55,164.939,137.162
601,0.5,7,9,130.442,126.476,9,0,0,0,0,0,0,0,79,153.025,128.049
601,0.5,8,1,120.204,196.874,7,0,0,0,0,0,0,0,19,163.549,128.948
601,0.5,8,2,116.08,166.9,7,0,0,0,0,0,0,0,45,163.29,129.458
601,0.5,8,3,136.716,146.537,7,0,0,0,0,0,0,0,59,163.71,129.193
601,0.5,8,4,165.277,180.117,8,0,81,165.241,177.263,0,0,0,0,0,0
601,0.5,8,5,150.672,175.558,8,0,87,158.13,177.548,0,0,0,0,0,0
601,0.5,8,6,162.488,139.222,8,0,66,165.146,167.489,0,0,0,0,0,0
601,0.5,8,7,182.737,108.843,9,0,0,0,0,0,0,0,82,181.917,119.231
601,0.5,8,8,133.993,177.94,9,0,0,0,0,0,0,0,53,155.528,140.996
601,0.5,8,9,163.683,175.18,9,0,0,0,0,0,0,0,55,165.677,137.226
601,0.5,9,1,188.126,134.551,7,0,0,0,0,0,0,0,61,182.627,126.684
601,0.5,9,2,101.532,140.864,7,0,0,0,0,0,0,0,31,162.966,128.638
601,0.5,9,3,143.121,178.262,7,0,0,0,0,0,0,0,51,163.618,130.164
601,0.5,9,4,115.482,166.977,8,0,47,157.89,177.17,0,0,0,0,0,0
601,0.5,9,5,177.19,134.948,8,0,66,165.242,167.469,0,0,0,0,0,0
601,0.5,9,6,178.268,111.07,8,0,30,165.125,167.397,0,0,0,0,0,0
601,0.5,9,7,136.251,143.005,9,0,0,0,0,0,0,0,75,155.493,140.793
601,0.5,9,8,158.424,104.811,9,0,0,0,0,0,0,0,90,163.908,122.104
601,0.5,9,9,152.547,126.332,9,0,0,0,0,0,0,0,76,163.843,122.271
701,0.5,1,1,141.594,135.643,1,1,0,0,0,0,0,0,60,169.969,136.869
701,0.5,1,2,131.161,132,1,0,0,0,0,0,0,0,63,164.655,133.938
701,0.5,1,3,138.248,133.161,1,0,0,0,0,0,0,0,65,165.06,133.593
701,0.5,1,4,206.521,155.355,2,1,0,0,0,72,182.9,161.536,0,0,0
701,0.5,1,5,138.889,158.44,2,0,87,151.479,165.501,0,0,0,0,0,0
701,0.5,1,6,180.341,141.625,2,0,69,168.725,161.497,0,0,0,0,0,0
701,0.5,1,7,135.403,184.292,3,1,79,157.883,179.129,0,0,0,0,0,0
701,0.5,1,8,159.353,114.741,3,0,40,157.535,166.823,0,0,0,0,0,0
701,0.5,1,9,146.139,162.708,3,0,82,157.265,167.09,0,0,0,0,0,0
701,0.5,2,1,150.648,129.162,1,0,0,0,0,0,0,0,72,164.698,134.138
701,0.5,2,2,165.214,157.699,1,0,0,0,0,0,0,0,62,171.175,138.91
701,0.5,2,3,198.01,115.318,1,0,0,0,0,0,0,0,74,179.543,121.781
701,0.5,2,4,101.127,190.735,2,0,26,149.256,189.667,0,0,0,0,0,0
701,0.5,2,5,160.023,199.074,2,0,94,157.563,193.283,0,0,0,0,0,0
701,0.5,2,6,189.799,110.626,2,0,34,168.625,160.388,0,0,0,0,0,0
701,0.5,2,7,168.852,163.085,3,0,65,165.741,173.726,0,0,0,0,0,0
701,0.5,2,8,159.287,113.787,3,0,44,157.453,166.819,0,0,0,0,0,0
701,0.5,2,9,130.352,141.21,3,0,72,157.224,166.903,0,0,0,0,0,0
701,0.5,3,1,100.203,183.796,1,0,0,0,0,0,0,0,24,164.266,137.119
701,0.5,3,2,183.548,189.745,1,0,0,0,0,0,0,0,43,176.312,140.457
701,0.5,3,3,183.862,149.688,1,0,0,0,0,0,0,0,87,176.764,138.415
701,0.5,3,4,157.412,148.805,2,0,82,160.735,164.359,0,0,0,0,0,0
701,0.5,3,5,166.377,109.483,2,0,56,167.77,160.051,0,0,0,0,0,0
701,0.5,3,6,159.466,110.17,2,0,53,163.438,160.287,0,0,0,0,0,0
701,0.5,3,7,178.792,191.177,3,0,72,166.275,182.64,0,0,0,0,0,0
701,0.5,3,8,115.061,111.687,3,0,31,157.102,166.851,0,0,0,0,0,0
701,0.5,3,9,156.922,187.046,3,0,76,160.085,181.582,0,0,0,0,0,0
701,0.5,4,1,221.527,190.196,4,1,0,0,0,59,183.594,164.581,0,0,0
701,0.5,4,2,151.069,163.778,4,0,0,0,0,81,166.194,164.405,0,0,0
701,0.5,4,3,124.513,195.505,4,0,0,0,0,48,163.369,167.57,0,0,0
701,0.5,4,4,218.13,110.354,5,1,0,0,0,0,0,0,63,185.548,119.786
701,0.5,4,5,155.395,128.367,5,0,0,0,0,0,0,0,63,170.512,125.254
701,0.5,4,6,198.71,159.36,5,0,0,0,0,0,0,0,54,177.967,125.195
701,0.5,4,7,207.858,166.198,6,1,0,0,0,83,183.57,163.262,0,0,0
701,0.5,4,8,171.634,150.989,6,0,0,0,0,90,158.609,146.513,0,0,0
701,0.5,4,9,114.028,152.044,6,0,0,0,0,28,158.238,147.304,0,0,0
701,0.5,5,1,114.912,147.95,4,0,0,0,0,56,164.098,156.801,0,0,0
701,0.5,5,2,182.464,135.954,4,0,0,0,0,49,178.53,155.772,0,0,0
701,0.5,5,3,180.203,184.543,4,0,0,0,0,78,176.73,165.557,0,0,0
701,0.5,5,4,138.864,150.86,5,0,0,0,0,70,161.364,159.205,0,0,0
701,0.5,5,5,104.048,159.529,5,0,0,0,0,48,160.801,162.272,0,0,0
701,0.5,5,6,132.218,177.242,5,0,0,0,0,62,161.242,165.671,0,0,0
701,0.5,5,7,133.139,100.41,6,0,0,0,0,45,158.498,144.521,0,0,0
701,0.5,5,8,142.392,153.871,6,0,0,0,0,82,158.436,147.186,0,0,0
701,0.5,5,9,147.069,122.764,6,0,0,0,0,73,158.692,145.307,0,0,0
701,0.5,6,1,192.989,103.55,4,0,0,0,0,42,178.726,155.625,0,0,0
701,0.5,6,2,148.887,99.3879,4,0,0,0,0,50,164.224,156.452,0,0,0
701,0.5,6,3,147.905,171.175,4,0,0,0,0,57,167.415,165.317,0,0,0
701,0.5,6,4,196.354,175.928,5,0,0,0,0,67,177.806,162.431,0,0,0
701,0.5,6,5,115.929,166.469,5,0,0,0,0,24,161.18,165.677,0,0,0
701,0.5,6,6,168.272,190.403,5,0,0,0,0,80,165.699,166.693,0,0,0
701,0.5,6,7,141.906,184.56,6,0,0,0,0,79,160.841,171.708,0,0,0
701,0.5,6,8,191.482,169.611,6,0,0,0,0,78,180.106,165.078,0,0,0
701,0.5,6,9,179.316,143.493,6,0,0,0,0,76,176.581,148.603,0,0,0
701,0.5,7,1,193.887,109.285,7,1,0,0,0,0,0,0,92,185.046,119.259
701,0.5,7,2,190.393,161.958,7,0,0,0,0,0,0,0,51,177.994,128.515
701,0.5,7,3,160.341,116.121,7,0,0,0,0,0,0,0,58,171.103,119.678
701,0.5,7,4,196.799,174.629,8,1,66,165.419,178.111,0,0,0,0,0,0
701,0.5,7,5,166.193,186.06,8,0,89,164.848,178.459,0,0,0,0,0,0
701,0.5,7,6,127.003,167.64,8,0,67,156.703,177.492,0,0,0,0,0,0
701,0.5,7,7,202.232,123.11,9,1,0,0,0,0,0,0,86,184.588,119.64
701,0.5,7,8,143.902,176.432,9,0,0,0,0,0,0,0,54,164.786,138.614
701,0.5,7,9,130.086,127.889,9,0,0,0,0,0,0,0,76,152.686,128.14
701,0.5,8,1,120.336,197.096,7,0,0,0,0,0,0,0,22,162.784,133.941
701,0.5,8,2,117.596,166.268,7,0,0,0,0,0,0,0,46,162.806,133.278
701,0.5,8,3,135.081,149.29,7,0,0,0,0,0,0,0,64,163.014,131.529
701,0.5,8,4,164.308,179.871,8,0,83,165.302,177.794,0,0,0,0,0,0
701,0.5,8,5,152.512,175.234,8,0,84,156.8,177.465,0,0,0,0,0,0
701,0.5,8,6,162.03,138.558,8,0,69,165.436,166.9,0,0,0,0,0,0
701,0.5,8,7,186.355,107.836,9,0,0,0,0,0,0,0,90,183.436,119.409
701,0.5,8,8,134.324,180.047,9,0,0,0,0,0,0,0,59,154.772,141.084
701,0.5,8,9,164.511,177.507,9,0,0,0,0,0,0,0,62,164.913,138.599
701,0.5,9,1,187.929,136.318,7,0,0,0,0,0,0,0,62,182.543,126.834
701,0.5,9,2,103.162,139.651,7,0,0,0,0,0,0,0,33,162.652,133.546
701,0.5,9,3,145.499,178.262,7,0,0,0,0,0,0,0,58,163.028,133.876
701,0.5,9,4,115.176,166.522,8,0,54,156.096,177.39,0,0,0,0,0,0
701,0.5,9,5,177.574,130.515,8,0,60,165.469,166.864,0,0,0,0,0,0
701,0.5,9,6,178.751,109.506,8,0,37,165.515,166.892,0,0,0,0,0,0
701,0.5,9,7,136.013,144.672,9,0,0,0,0,0,0,0,90,154.887,141.035
701,0.5,9,8,160.01,105.816,9,0,0,0,0,0,0,0,82,163.645,122.061
701,0.5,9,9,150.831,127.592,9,0,0,0,0,0,0,0,75,163.703,122.141
801,0.5,1,1,141.952,135.056,1,1,0,0,0,0,0,0,58,169.26,136.039
801,0.5,1,2,133.513,130.624,1,0,0,0,0,0,0,0,72,164.19,133.214
801,0.5,1,3,139.124,132.749,1,0,0,0,0,0,0,0,78,164.305,133.255
801,0.5,1,4,206.417,156.523,2,1,0,0,0,70,183.592,161.113,0,0,0
801,0.5,1,5,138.057,157.045,2,0,82,150.84,165.434,0,0,0,0,0,0
801,0.5,1,6,180.178,144.646,2,0,84,168.916,159.829,0,0,0,0,0,0
801,0.5,1,7,134.102,183.937,3,1,78,157.53,179.276,0,0,0,0,0,0
801,0.5,1,8,159.477,117.069,3,0,40,157.179,165.937,0,0,0,0,0,0
801,0.5,1,9,144.4,161.948,3,0,82,157.047,166.697,0,0,0,0,0,0
801,0.5,2,1,148.788,130.714,1,0,0,0,0,0,0,0,80,164.186,133.249
801,0.5,2,2,165.012,156.982,1,0,0,0,0,0,0,0,71,170.164,138.77
801,0.5,2,3,197.221,116.258,1,0,0,0,0,0,0,0,74,180.111,121.613
